Percent admitted,Admissions yield,Tuition and fees,Control of institution,Degree of urbanization,Total enrollment,Undergraduate enrollment,Graduate enrollment,Asian proportion,Black proportion,Hispanic/Latino proportion,Whie proportion,Student-to-faculty ratio,Full-time retention rate,Undergraduates in state,Undergraduates out of state,Undergraduates foreign,Graduation rate,Average professor salary,Total FTE staff,Total library expenditures per FTE,Total dormitory capacity,Books and supplies 2017-18,Full-time enrollment,Part-time enrollment
,,,Public,City: Midsize,576,0,576,1,58,2,32,,,,,,,122477,105,2709,,,567,9
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,Suburb: Large,85,85,0,4,2,52,38,22,66,,,,59,,11,,,,66,19
,,,Private for-profit,City: Large,550,550,0,0,76,20,3,25,60,,,,26,,42,,,,550,0
,,,Private not-for-profit,City: Large,255,255,0,0,25,68,5,24,88,,,,68,,17,,,,255,0
,,10940,Private for-profit,City: Midsize,629,629,0,0,71,1,22,19,59,,,,30,,44,,,,474,155
,,,Private for-profit,City: Large,948,948,0,21,5,48,12,30,72,,,,65,,75,,,,948,0
,,2040,Public,Town: Distant,154,154,0,0,3,6,16,7,80,,,,19,,26,,,1200,53,101
,,,Private not-for-profit,Town: Fringe,499,499,0,0,9,6,74,16,81,60,160,0,71,,62,,648,,499,0
,,,Private not-for-profit,City: Midsize,254,0,254,0,15,2,73,,,,,,,70930,78,1299,,,150,104
,,,Private not-for-profit,City: Large,275,0,275,7,3,4,81,,,,,,,103406,58,1091,,,86,189
,,,Private for-profit,City: Midsize,45,45,0,4,4,20,67,9,89,,,,65,,9,,,,45,0
,,,Public,City: Large,202,202,0,1,12,24,61,20,90,,,,95,,12,,,,103,99
,,20300,Private for-profit,Suburb: Large,822,822,0,5,3,43,48,7,73,,,,76,,166,,,1000,822,0
,,,Private not-for-profit,Suburb: Large,95,0,95,15,4,12,34,,,,,,,,6,18237,18,,95,0
,,,Private for-profit,City: Small,29,29,0,0,0,31,59,11,74,,,,93,,8,,,,29,0
,,,Private for-profit,City: Large,1119,0,1119,2,33,12,44,,,,,,,,140,1147,,,1069,50
,,,Public,Suburb: Large,,,,,,,,,,,,,100,,,,,,,
,,,Public,City: Small,,,,,,,,,,,,,,,,,,,,
,,,Public,Town: Fringe,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,Suburb: Large,219,219,0,1,54,18,18,44,52,,,,56,,12,,,,175,44
,,,Private not-for-profit,City: Midsize,1114,1114,0,1,49,5,27,17,83,,,,65,,1804,,,,1057,57
,,,Private for-profit,Suburb: Large,292,292,0,0,75,15,9,30,14,,,,28,,19,,,,172,120
,,,Private for-profit,City: Large,,,,,,,,,,,,,,,,,,,,
,,,Public,City: Large,199,199,0,1,2,95,3,20,70,,,,39,,80,,,,57,142
,,,Private for-profit,Suburb: Large,257,257,0,0,0,100,0,25,85,,,,80,,21,,,,257,0
,,,Private not-for-profit,Suburb: Midsize,268,101,167,7,33,11,44,10,,,,,,,45,,,,222,46
86,75,15869,Private not-for-profit,Rural: Remote,54,54,0,0,2,6,91,10,72,,,,79,,12,,,2850,45,9
,,16757,Private for-profit,City: Large,145,145,0,3,30,9,46,8,45,,,,67,,29,,,700,100,45
,,,Private for-profit,City: Small,313,313,0,1,48,3,45,14,44,,,,49,,44,,,,313,0
,,5100,Private not-for-profit,City: Large,824,646,178,0,99,0,1,14,87,,,,90,25360,37,,,450,743,81
,,,Private for-profit,Suburb: Large,57,57,0,4,18,9,70,10,81,,,,98,,14,,,,57,0
,,,Private not-for-profit,City: Large,563,563,0,48,0,40,11,16,68,,,,69,,85,,,,563,0
23,91,,Public,Rural: Fringe,62,62,0,0,13,0,68,34,,,,,63,,5,,,,62,0
,,12500,Private not-for-profit,Suburb: Large,93,93,0,0,0,0,100,10,,,,,,,20,,120,300,93,0
,,,Private for-profit,Suburb: Large,32,32,0,3,0,0,97,7,83,,,,100,,5,,,,18,14
36,70,14338,Private for-profit,City: Large,395,389,6,4,64,3,25,17,,,,,59,,36,,,1255,244,151
,,,Private for-profit,Suburb: Large,140,140,0,1,20,3,71,10,63,,,,66,,24,,,,114,26
,,,Private for-profit,Suburb: Midsize,328,328,0,1,1,17,46,16,82,,,,69,,37,,,,328,0
,,,Public,Rural: Distant,66,66,0,0,2,0,98,3,96,,,,94,,44,,,,66,0
94,59,,Private for-profit,Suburb: Large,768,768,0,2,52,27,15,26,72,,,,75,,67,,,,768,0
,,4689,Public,City: Midsize,2983,2983,0,3,28,19,48,16,59,,,,23,,205,321,,872,1313,1670
,,,Private for-profit,City: Large,,,,,,,,,,,,,,,,,,,,
,,16757,Private for-profit,City: Midsize,479,479,0,7,23,24,35,16,35,,,,72,,51,,,700,329,150
,,,Private for-profit,City: Midsize,83,83,0,1,0,11,87,8,85,,,,71,,44,,,,83,0
,,,Private for-profit,Suburb: Midsize,195,195,0,3,33,7,49,5,96,,,,69,,34,,,,156,39
,,,Private for-profit,City: Large,210,210,0,2,19,4,71,12,75,,,,63,,26,,,,142,68
84,46,5131,Public,Rural: Fringe,4216,4216,0,12,8,33,32,18,71,549,4,0,16,90517,270,228,,1300,1708,2508
,,,Private for-profit,City: Midsize,387,387,0,0,82,2,9,9,62,32,0,0,38,,51,,,,317,70
,,,Private for-profit,Suburb: Large,511,511,0,3,16,48,22,10,64,34,0,0,29,,51,,,,344,167
78,11,6817,Public,Suburb: Midsize,7455,7054,401,6,2,49,29,23,79,946,8,1,59,113856,823,413,1665,1948,6037,1418
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
,,18742,Private for-profit,City: Large,558,558,0,8,5,36,18,14,39,,,,34,,63,,28,1500,362,196
13,63,51936,Private not-for-profit,Suburb: Large,380,380,0,11,2,8,49,7,99,10,74,6,91,135621,129,2026,354,300,351,29
,,,Private for-profit,City: Large,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,City: Large,,,,,,,,,,,,,,,,,,,,
,,,Private not-for-profit,Suburb: Large,74,0,74,9,5,3,64,,,,,,,,34,,,,69,5
,,,Private for-profit,Suburb: Large,500,500,0,3,34,38,17,14,77,125,27,0,64,,52,,,,336,164
,,,Private for-profit,City: Large,536,536,0,1,7,29,51,25,65,,,,70,,32,,,,536,0
,,9926,Private for-profit,City: Small,146,134,12,0,44,14,10,6,43,,,,12,,35,0,,1120,146,0
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
,,13055,Private for-profit,Rural: Distant,76,76,0,4,13,7,63,8,,,,,100,,10,,,725,25,51
,,13438,Private for-profit,Suburb: Large,381,257,124,2,60,13,20,21,0,,,,14,,32,,,1500,95,286
,,,Private for-profit,City: Midsize,306,306,0,6,5,35,49,15,89,27,0,0,75,,40,,,,238,68
,,,Private not-for-profit,Suburb: Large,241,0,241,0,5,22,62,,,,,,,99383,67,3175,113,,231,10
,,,Private for-profit,City: Large,934,934,0,1,28,9,55,30,69,172,180,0,66,,76,,,,934,0
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
67,68,27568,Private not-for-profit,Suburb: Large,1793,1686,107,3,4,8,79,12,64,,,,64,64343,169,551,,2610,531,1262
,,12625,Private for-profit,Town: Distant,130,130,0,0,1,2,98,16,77,,,,67,,15,,,253,120,10
,,,Private not-for-profit,Rural: Fringe,159,0,159,1,24,4,45,,,,,,,,12,,,,159,0
,,11377,Private for-profit,Suburb: Large,117,117,0,0,63,5,25,7,57,,,,50,,17,,,2342,117,0
100,69,,Private for-profit,Suburb: Large,426,426,0,2,44,2,48,20,80,,,,69,,42,,,,279,147
,,9770,Private for-profit,City: Small,63,63,0,6,21,59,14,12,47,,,,70,,12,,,1800,63,0
,,7814,Private not-for-profit,Rural: Fringe,74,74,0,0,0,0,9,11,55,,,,22,57660,26,,72,80,70,4
,,6540,Private for-profit,Suburb: Large,9303,7816,1487,2,48,5,36,22,39,,,,38,,398,20,,912,4263,5040
34,38,,Private for-profit,City: Large,419,419,0,1,3,52,19,22,76,17,1,0,64,,30,31,,,382,37
,,,Private for-profit,Suburb: Large,1188,1188,0,1,18,10,62,33,68,,,,59,,75,,,,1188,0
,,,Private not-for-profit,Suburb: Large,165,165,0,5,3,36,42,24,85,,,,80,,17,,,,165,0
,,13884,Private for-profit,Suburb: Large,177,37,140,2,4,1,1,14,83,,,,100,15000,13,,,1200,177,0
,,,Private for-profit,Suburb: Large,118,118,0,0,2,86,8,12,75,,,,66,,19,,,,118,0
,,15000,Private for-profit,City: Midsize,207,207,0,3,30,7,51,10,,,,,0,,23,144,,1350,81,126
,,,Private not-for-profit,City: Large,161,161,0,0,22,45,17,24,80,,,,70,,12,,,,161,0
,,932,Public,Rural: Remote,400,400,0,0,3,1,7,12,54,,,,37,,82,1249,40,1000,122,278
,,,Private not-for-profit,City: Large,,,,,,,,,,,,,,,,,,,,
,,,Private not-for-profit,City: Small,1969,0,1969,18,6,8,66,,,,,,,,1132,527,,,1969,0
,,,Private for-profit,Suburb: Large,259,259,0,5,40,36,17,22,63,,,,52,,18,,,,164,95
,,10182,Private for-profit,City: Large,192,44,148,8,13,10,49,12,,,,,100,,29,280,,540,159,33
,,,Private for-profit,City: Midsize,988,988,0,2,7,12,64,17,82,,,,27,,144,,,,683,305
,,,Private for-profit,City: Large,164,164,0,2,18,57,20,15,74,,,,70,,13,,,,164,0
,,,Private not-for-profit,Suburb: Large,83,75,8,2,22,7,53,4,,,,,,,3,89,,,35,48
,,,Private for-profit,Suburb: Large,714,672,42,3,22,40,19,15,63,,,,67,,121,,82,,714,0
,,,Private not-for-profit,City: Large,58,58,0,0,2,3,78,5,,,,,,,17,,,,18,40
,,,Private for-profit,City: Large,102,102,0,1,1,57,21,25,76,,,,86,,8,,,,102,0
,,,Private not-for-profit,Suburb: Large,135,135,0,1,30,3,61,18,83,,,,34,,14,,,,135,0
,,,Private for-profit,City: Small,162,162,0,2,36,50,8,7,67,,,,97,,20,,,,162,0
,,,Private for-profit,City: Large,155,155,0,0,78,18,4,13,61,,,,82,,25,,,,155,0
,,,Private not-for-profit,City: Small,62,0,62,13,3,2,71,,,,,,,,6,,,,62,0
,,7236,Private not-for-profit,City: Midsize,288,144,144,14,36,6,29,15,63,,,,,30682,40,,,900,204,84
80,88,6570,Private not-for-profit,Rural: Distant,90,39,51,0,11,9,68,5,67,,,,67,,12,,5,1200,21,69
,,,Private not-for-profit,Suburb: Midsize,142,0,142,0,79,1,19,,,,,,,58351,35,1376,125,,116,26
,,,Private not-for-profit,City: Large,827,0,827,0,0,0,0,,,,,,,1,148,182,,,625,202
,,,Private for-profit,City: Small,371,371,0,0,24,3,53,21,,,,,74,,28,,,,371,0
,,,Private for-profit,City: Large,119,119,0,0,93,2,1,26,100,,,,72,,10,,,,94,25
,,,Private for-profit,Town: Distant,15,15,0,0,0,7,93,7,44,,,,71,,2,,,,15,0
,,,Private not-for-profit,Suburb: Large,256,256,0,14,4,59,16,14,,,,,92,,41,,,,256,0
,,,Private for-profit,City: Large,167,167,0,11,30,35,16,29,58,,,,71,,29,,,,167,0
,,,Private for-profit,Suburb: Large,104,104,0,16,26,28,24,24,74,,,,59,,12,,,,104,0
,,,Private for-profit,Suburb: Large,189,189,0,0,50,16,11,14,63,,,,51,,20,,,,189,0
,,,Private for-profit,City: Large,1308,1308,0,0,0,100,0,23,87,,,,42,,78,,,,1308,0
,,,Private for-profit,City: Midsize,117,117,0,0,57,3,27,9,80,,,,92,,36,,,,76,41
,,,Private for-profit,City: Large,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,City: Large,267,267,0,2,2,41,54,25,98,,,,93,,26,,,,267,0
,,,Private for-profit,City: Large,38,38,0,0,89,11,0,10,100,,,,74,,9,,,,38,0
,,,Private not-for-profit,Suburb: Large,276,276,0,0,1,99,1,19,76,,,,65,,29,,,,276,0
89,53,34635,Private for-profit,City: Large,1660,1660,0,31,4,22,31,20,100,9,0,0,35,,134,114,,1388,1572,88
,,12850,Private not-for-profit,City: Small,58,43,15,7,7,5,79,7,100,,,,50,,16,,,1000,48,10
,,,Private for-profit,City: Large,,,,,,,,,,,,,,,,,,,,
,,,Public,Town: Remote,,,,,,,,,,,,,,,50,,,,,
,,16779,Private for-profit,Rural: Fringe,76,76,0,0,4,4,87,7,78,,,,83,,22,,,1102,76,0
,,9720,Private for-profit,Rural: Fringe,5,5,0,0,0,0,100,2,,,,,36,,3,,,1950,3,2
54,56,29000,Private for-profit,City: Small,1102,1028,74,6,1,6,44,11,81,,,,43,78217,229,134,247,1050,1008,94
,,,Private for-profit,Suburb: Midsize,109,109,0,1,13,10,50,15,,,,,81,,13,,,,64,45
,,4918,Public,Town: Distant,1855,1855,0,1,4,2,89,15,50,,,,25,67197,135,312,1144,1000,1033,822
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,City: Large,19,19,0,0,42,5,16,57,,,,,13,,3,0,,,19,0
,,,Private for-profit,Suburb: Large,85,85,0,2,13,71,9,15,72,,,,66,,11,,,,85,0
79,32,10800,Private for-profit,City: Large,663,418,245,1,7,2,86,18,,,,,,37253,42,,,,45,618
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,City: Midsize,123,123,0,2,13,18,52,10,,,,,78,,13,,,,123,0
,,,Private for-profit,Suburb: Large,224,224,0,0,0,1,36,15,92,15,17,0,74,,19,,,,73,151
,,11400,Private for-profit,City: Midsize,500,500,0,4,26,3,57,11,68,,,,51,,50,,,750,377,123
,,,Private for-profit,Suburb: Large,186,186,0,5,3,38,45,12,70,,,,64,,26,,,,186,0
,,,Private for-profit,City: Small,51,51,0,0,8,20,67,8,83,,,,82,,6,,,,32,19
,,9530,Private for-profit,City: Large,18,18,0,0,39,56,6,10,20,,,,30,,4,,,1600,18,0
,,,Private not-for-profit,City: Large,65,0,65,2,12,3,83,,,,,,,,10,0,,,55,10
,,,Public,City: Large,,,,,,,,,,,,,,,488,,,,,
,,7912,Private not-for-profit,Suburb: Large,279,279,0,3,57,25,9,24,63,,,,68,,27,,,1906,272,7
,,13857,Private for-profit,City: Large,2575,2052,523,0,79,2,13,29,67,,,,33,,83,132,,1350,178,2397
,,13857,Private for-profit,Suburb: Large,2177,1789,388,2,52,10,31,29,50,,,,20,,71,165,,1350,227,1950
,,,Private for-profit,City: Midsize,299,299,0,0,0,85,2,27,86,44,0,0,75,,23,,,,299,0
,,,Private for-profit,City: Large,396,396,0,1,6,72,11,21,83,58,0,0,72,,34,,,,396,0
,,11274,Private not-for-profit,City: Large,210,210,0,4,37,35,14,24,70,,,,58,,14,,,1500,208,2
,,,Private for-profit,City: Small,94,94,0,7,20,4,64,8,74,,,,85,,14,,,,67,27
,,11274,Private not-for-profit,City: Midsize,270,270,0,7,16,9,38,24,76,,,,92,,24,,,1875,269,1
,,,Private for-profit,Suburb: Large,106,106,0,4,14,1,80,19,81,,,,82,,11,,,,83,23
,,,Private for-profit,City: Large,255,255,0,2,4,69,14,10,75,,,,55,,21,,,,130,125
,,,Private not-for-profit,City: Large,24,0,24,0,0,0,100,,,,,,,17545,15,,30,,15,9
,,,Private for-profit,City: Large,10788,89,10699,2,21,5,29,1,,,,,,58736,688,115,,,4874,5914
,,,Private for-profit,City: Small,226,226,0,0,49,6,37,22,71,,,,65,,18,,,,163,63
,,1104,Public,City: Small,8682,8682,0,10,4,19,57,26,74,1396,0,16,31,,330,188,,1854,2278,6404
,,,Private for-profit,Town: Fringe,23,23,0,0,22,4,74,12,83,,,,43,,4,,,,23,0
,,15000,Private for-profit,City: Midsize,206,206,0,1,40,4,49,26,100,140,1,0,58,,22,,,,162,44
,,,Private for-profit,Suburb: Large,65,65,0,0,62,5,25,13,70,,,,47,,7,,,,45,20
,,,Private for-profit,Suburb: Large,93,93,0,0,84,2,2,24,51,,,,29,,6,,,,61,32
,,,Private for-profit,Suburb: Large,86,86,0,3,36,0,47,26,55,,,,39,,6,,,,60,26
,,,Private for-profit,City: Midsize,107,107,0,0,2,8,74,13,87,,,,62,,11,,,,107,0
,,,Private for-profit,Suburb: Large,45,45,0,13,7,58,20,30,,,,,75,,12,,,,28,17
,,,Private for-profit,Suburb: Large,69,69,0,0,0,100,0,15,18,,,,51,,15,,,,69,0
,,,Private for-profit,Suburb: Large,44,44,0,14,9,77,0,10,41,,,,59,,8,,,,44,0
,,,Private for-profit,Suburb: Large,101,101,0,2,11,26,56,18,95,,,,96,,15,,,,101,0
,,,Private for-profit,Suburb: Large,68,68,0,0,0,100,0,25,,,,,74,,17,,,,68,0
,,6240,Private not-for-profit,City: Large,177,177,0,0,1,60,7,8,32,,,,18,47901,37,1108,272,600,118,59
,,,Private for-profit,Suburb: Large,42,42,0,0,71,19,10,15,74,,,,71,,6,,,,19,23
69,83,9375,Private not-for-profit,City: Large,125,110,15,0,0,0,100,20,79,,,,7,,7,,125,200,125,0
96,66,,Private for-profit,City: Midsize,69,69,0,3,9,6,80,14,65,,,,27,,9,,,,69,0
,,,Private for-profit,Town: Distant,17,17,0,0,6,12,82,10,100,4,0,0,88,,2,,,,16,1
,,,Private for-profit,City: Small,369,369,0,1,31,9,55,20,52,,,,53,,37,,,,249,120
,,,Private not-for-profit,City: Midsize,134,134,0,10,4,20,64,19,90,,,,64,,10,,,,134,0
,,,Private for-profit,Suburb: Large,36,36,0,6,11,44,39,12,,,,,93,,18,,,,36,0
,,11025,Private for-profit,City: Midsize,2,2,0,0,100,0,0,2,0,,,,,,5,,,4750,2,0
,,,Private for-profit,City: Large,490,490,0,1,14,25,28,29,68,,,,62,,50,,,,490,0
,,15938,Private for-profit,City: Large,368,368,0,3,27,35,29,12,55,,,,75,,61,,,2800,104,264
,,,Private not-for-profit,City: Large,139,139,0,1,14,13,0,10,79,,,,62,,18,,,,126,13
,,,Private for-profit,Town: Distant,22,22,0,0,0,14,82,10,100,1,0,0,75,,2,,,,22,0
,,,Private for-profit,Suburb: Large,78,78,0,0,13,5,79,5,,,,,,,8,,,,0,78
95,94,,Private for-profit,Town: Remote,34,34,0,0,0,3,97,22,100,,,,96,,11,,,,34,0
,,,Private for-profit,Suburb: Midsize,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,Suburb: Large,105,105,0,0,76,0,24,17,69,,,,74,,16,,,,105,0
,,,Private for-profit,City: Large,50,0,50,38,4,6,34,,,,,,,,10,,,,46,4
,,,Private for-profit,Town: Distant,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,City: Small,115,115,0,0,61,10,10,11,66,,,,64,,12,,,,115,0
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
,,10070,Private not-for-profit,City: Large,97,65,32,3,85,0,8,3,67,,,,9,,21,,,560,37,60
,,,Private for-profit,City: Midsize,326,326,0,2,4,5,79,10,25,,,,75,,76,,,,273,53
,,,Private for-profit,Suburb: Large,89,89,0,0,89,7,0,10,91,,,,70,,29,,,,89,0
,,,Private for-profit,Suburb: Large,216,216,0,3,86,1,2,18,50,,,,32,,54,,,,127,89
,,,Private for-profit,Suburb: Large,53,53,0,0,0,4,87,11,71,,,,75,,9,,,,53,0
,,,Private for-profit,City: Midsize,110,110,0,0,67,1,16,10,56,,,,98,,29,,,,60,50
,,,Private for-profit,City: Large,172,172,0,0,91,2,1,22,49,,,,61,,25,,,,172,0
,,,Private for-profit,Rural: Fringe,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,City: Large,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,Rural: Fringe,160,160,0,65,1,23,7,10,89,,,,57,,9,,,,150,10
,,,Private for-profit,City: Midsize,168,168,0,1,60,2,35,25,75,,,,63,,27,,,,168,0
,,3744,Public,Suburb: Midsize,1914,1914,0,0,6,0,82,15,38,377,48,0,20,63801,148,,,1372,1092,822
,,15887,Private for-profit,Suburb: Large,139,139,0,0,85,6,8,10,64,,,,93,,24,,,2226,111,28
,,,Private not-for-profit,City: Midsize,424,424,0,2,20,7,66,15,,,,,,69349,36,,,,397,27
,,10992,Private for-profit,City: Small,9699,8698,1001,1,36,2,29,32,39,26,670,0,22,,708,29,,,4400,5299
,,,Private not-for-profit,City: Large,30,0,30,3,0,0,20,,,,,,,185820,29,,,,30,0
,,,Private for-profit,City: Small,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,City: Midsize,674,674,0,0,57,1,15,16,78,85,1,0,43,,54,,,,524,150
,,,Private for-profit,City: Large,,,,,,,,,,,,,,,,,,,,
,,14640,Private for-profit,City: Large,362,285,77,3,40,6,9,18,29,13,0,0,32,,47,585,,1200,247,115
70,15,13598,Public,Rural: Fringe,7967,7375,592,19,4,51,12,20,81,2291,1,0,64,152833,1381,535,2489,1109,7886,81
,,15069,Private not-for-profit,City: Large,554,554,0,1,45,44,6,20,100,,,,63,,42,,,,554,0
,,,Private for-profit,Suburb: Large,255,255,0,2,15,26,53,15,85,36,2,1,61,,35,,,,135,120
,,,Private for-profit,City: Midsize,827,827,0,13,9,41,28,25,58,,,,60,,49,,,,827,0
,,15022,Private not-for-profit,City: Large,308,308,0,2,38,5,45,12,63,,,,48,,42,,,,308,0
,,,Private for-profit,City: Large,234,234,0,1,32,11,41,14,51,,,,69,,29,,,,234,0
45,60,5760,Private not-for-profit,Town: Distant,3999,3667,332,1,4,2,86,17,0,3,0,0,,,132,24,,1000,1165,2834
,,9960,Private for-profit,City: Large,111,111,0,0,27,21,4,11,25,4,0,0,9,,17,0,,1120,111,0
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,City: Large,200,200,0,1,25,48,20,14,82,39,0,0,67,,22,,,,200,0
,,,Private for-profit,City: Large,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,City: Large,624,624,0,6,12,59,17,32,79,,,,69,,28,,,,624,0
,,,Private for-profit,Suburb: Large,18,18,0,0,33,0,39,4,,,,,20,,8,0,,,18,0
,,12057,Private not-for-profit,Suburb: Large,265,265,0,3,36,8,41,24,61,,,,47,,17,,,1786,249,16
,,,Private not-for-profit,City: Large,310,310,0,4,44,44,3,24,77,,,,100,,38,,,,301,9
,,,Private for-profit,City: Small,70,70,0,0,19,3,76,21,59,,,,44,,7,,,,70,0
,,11580,Private for-profit,City: Small,220,220,0,1,18,1,75,12,80,,,,65,,29,,,1938,220,0
,,,Private for-profit,Suburb: Large,87,87,0,3,29,34,24,29,42,,,,50,,10,,,,87,0
,,,Private for-profit,Suburb: Large,51,51,0,2,0,4,90,11,,,,,100,,15,,,,30,21
,,,Private for-profit,Suburb: Large,95,95,0,4,7,17,66,14,,,,,75,,13,,,,49,46
,,,Private for-profit,Suburb: Large,126,126,0,2,5,2,87,13,,,,,81,,13,,,,68,58
84,26,24750,Private for-profit,City: Midsize,484,484,0,2,5,11,58,18,80,,,,59,,55,,352,1200,397,87
84,16,31508,Private not-for-profit,City: Large,1892,1892,0,1,45,7,36,21,67,,,,57,100844,196,197,1280,1500,1862,30
,,13310,Private for-profit,Suburb: Large,130,130,0,2,70,0,24,14,59,,,,62,,17,,,1679,130,0
,,,Private not-for-profit,City: Large,1580,505,1075,38,5,6,43,9,,,,,,113661,389,726,,,1562,18
,,15732,Private for-profit,City: Midsize,350,350,0,2,37,17,39,14,53,,,,57,,44,,,1191,350,0
,,16757,Private for-profit,Suburb: Large,203,203,0,18,33,14,14,14,63,,,,79,,24,,,700,152,51
,,,Private for-profit,Town: Remote,27,27,0,0,0,44,56,4,,3,0,0,40,,7,,,,25,2
,,,Private for-profit,Suburb: Large,1311,1311,0,2,11,21,57,33,69,,,,63,,83,,,,1311,0
,,,Private for-profit,City: Small,130,130,0,0,28,8,62,20,92,13,0,0,83,,12,,,,89,41
,,,Private for-profit,City: Midsize,119,119,0,0,82,1,17,20,67,7,0,0,43,,12,,,,82,37
,,,Private not-for-profit,City: Midsize,241,0,241,3,2,14,59,,,,,,,97454,37,1075,,,182,59
,,,Private for-profit,Suburb: Large,587,587,0,2,27,22,32,13,70,137,2,0,62,,60,,,,387,200
,,,Private for-profit,City: Large,756,756,0,5,26,36,23,29,72,,,,76,,63,,,,756,0
,,,Private for-profit,City: Large,223,223,0,2,34,16,22,12,,,,,,,15,,,,0,223
,,,Private for-profit,Suburb: Large,98,0,98,29,2,1,61,,,,,,,50264,20,,,,75,23
,,,Private for-profit,City: Large,30,0,30,13,7,13,43,,,,,,,,26,,,,30,0
42,27,19970,Private not-for-profit,Rural: Distant,1113,1072,41,2,5,14,63,14,68,,,,55,88883,203,271,1152,1200,1075,38
,,,Private for-profit,Suburb: Small,127,127,0,1,37,1,59,7,,,,,50,,15,,,,14,113
100,65,,Private for-profit,City: Small,132,132,0,8,5,42,37,20,87,,,,83,,13,,,,110,22
,,,Private for-profit,Suburb: Large,61,61,0,5,30,25,21,20,76,,,,70,,19,,,,61,0
,,,Private for-profit,Suburb: Large,176,176,0,9,18,55,14,5,56,,,,94,,70,,,,176,0
,,12625,Private for-profit,Suburb: Midsize,251,251,0,1,24,15,40,17,58,,,,63,,29,,,2492,251,0
,,,Private for-profit,City: Midsize,242,242,0,2,26,7,61,20,57,,,,60,,43,,,,242,0
,,5700,Private not-for-profit,City: Small,47,47,0,0,11,53,28,7,100,,,,27,39750,11,,,1200,17,30
,,,Private for-profit,Town: Remote,,,,,,,,,,,,,,,,,,,,
,,,Public,Town: Distant,53,53,0,4,19,4,74,2,90,,,,47,,4,,,,42,11
,,,Private for-profit,Suburb: Large,66,11,55,26,2,11,61,6,,,,,,,15,,,,58,8
56,55,15140,Private not-for-profit,Rural: Fringe,232,232,0,0,12,12,63,11,47,,,,14,,70,,225,1400,189,43
,,,Private not-for-profit,City: Large,142,142,0,0,49,1,46,13,60,,,,40,,17,,,,142,0
100,100,8680,Private for-profit,City: Small,38,38,0,16,8,5,50,14,,,,,34,,23,,,220,38,0
,,,Private for-profit,City: Midsize,165,165,0,7,5,9,58,20,75,,,,76,,14,,,,165,0
,,,Private for-profit,Suburb: Small,78,78,0,1,8,0,83,15,100,18,0,0,88,,7,,,,52,26
79,64,,Private for-profit,Suburb: Large,79,79,0,0,53,22,24,10,86,,,,86,,20,,,,48,31
,,7046,Public,Rural: Fringe,24,24,0,0,4,0,88,10,100,,,,100,,4,,,1100,24,0
,,24304,Private for-profit,City: Midsize,235,235,0,9,5,20,34,7,63,27,11,12,73,,55,,,900,226,9
,,,Private not-for-profit,Suburb: Large,60,36,24,0,100,0,0,4,,,,,,3688,16,,,,3,57
,,15662,Private not-for-profit,Town: Distant,34,34,0,0,0,0,97,5,90,,,,97,,13,,,1883,34,0
,,25061,Private for-profit,City: Large,192,192,0,2,51,4,38,15,70,,,,68,,15,,,3775,192,0
,,,Private for-profit,Suburb: Large,24,24,0,4,92,0,4,8,67,,,,79,,5,,,,24,0
,,,Private for-profit,Suburb: Large,1321,1321,0,1,36,33,26,26,57,,,,39,33523,134,117,,,1321,0
58,43,,Private for-profit,City: Large,1331,1173,158,22,3,26,27,15,,,,,71,,185,,,,1331,0
,,,Private for-profit,Suburb: Large,231,231,0,0,3,97,0,29,100,,,,100,,17,,,,204,27
,,15440,Private for-profit,City: Large,46,46,0,0,7,4,83,12,75,,,,100,,9,,,1600,43,3
,,11500,Private not-for-profit,Suburb: Large,1864,1864,0,0,0,0,100,12,98,,,,78,40755,185,,800,600,1864,0
,,5436,Private not-for-profit,City: Midsize,13,13,0,0,100,0,0,13,,,,,100,33750,2,,,600,1,12
,,23900,Private not-for-profit,City: Small,3997,509,3488,1,6,2,5,42,67,,,,26,93794,207,74,250,1500,3799,198
